id,prefecture_id,code,name,yomi,jdb_code,area_type
1266,27,27229,四條畷市,シジョウナワテシ,272290000000,other
1267,27,27230,交野市,カタノシ,272300000000,other
1268,27,27231,大阪狭山市,オオサカサヤマシ,272310000000,other
1269,27,27232,阪南市,ハンナンシ,272320000000,other
1270,27,27301,三島郡島本町,ミシマグンシマモトチョウ,273010000000,other
1271,27,27321,豊能郡豊能町,トヨノグントヨノチョウ,273210000000,other
1328,28,28586,美方郡新温泉町,ミカタグンシンオンセンチョウ,285860000000,other
1329,29,29201,奈良市,ナラシ,292010000000,core_city
1330,29,29202,大和高田市,ヤマトタカダシ,292020000000,other
1331,29,29203,大和郡山市,ヤマトコオリヤマシ,292030000000,other
1337,29,29209,生駒市,イコマシ,292090000000,other
1338,29,29210,香芝市,カシバシ,292100000000,other
1339,29,29211,葛城市,カツラギシ,292110000000,other
1340,29,29212,宇陀市,ウダシ,292120000000,other
1367,29,29453,吉野郡東吉野村,ヨシノグンヒガシヨシノムラ,294530000000,other
1368,30,30201,和歌山市,ワカヤマシ,302010000000,core_city
1369,30,30202,海南市,カイナンシ,302020000000,other
1370,30,30203,橋本市,ハシモトシ,302030000000,other
1397,30,30428,東牟婁郡串本町,ヒガシムログンクシモトチョウ,304280000000,other
1398,31,31201,鳥取市,トットリシ,312010000000,core_city
1399,31,31202,米子市,ヨナゴシ,312020000000,other
1400,31,31203,倉吉市,クラヨシシ,312030000000,other
1416,31,31403,日野郡江府町,ヒノグンコウフチョウ,314030000000,other
1417,32,32201,松江市,マツエシ,322010000000,core_city
1418,32,32202,浜田市,ハマダシ,322020000000,other
1419,32,32203,出雲市,イズモシ,322030000000,other
1420,32,32204,益田市,マスダシ,322040000000,other
1421,32,32205,大田市,オオダシ,322050000000,other
1422,32,32206,安来市,ヤスギシ,322060000000,other
1423,32,32207,江津市,ゴウツシ,322070000000,other
1424,32,32209,雲南市,ウンナンシ,322090000000,other
1425,32,32343,仁多郡奥出雲町,ニタグンオクイズモチョウ,323430000000,other
1426,32,32386,飯石郡飯南町,イイシグンイイナンチョウ,323860000000,other
1435,32,32528,隠岐郡隠岐の島町,オキグンオキノシマチョウ,325280000000,other
1436,33,33101,岡山市北区,オカヤマシキタク,331010000000,ordinance_designated_city
1437,33,33102,岡山市中区,オカヤマシナカク,331020000000,ordinance_designated_city
1438,33,33103,岡山市東区,オカヤマシヒガシク,331030000000,ordinance_designated_city
1466,34,34101,広島市中区,ヒロシマシナカク,341010000000,ordinance_designated_city
1467,34,34102,広島市東区,ヒロシマシヒガシク,341020000000,ordinance_designated_city
1468,34,34103,広島市南区,ヒロシマシミナミク,341030000000,ordinance_designated_city
1469,34,34104,広島市西区,ヒロシマシニシク,341040000000,ordinance_designated_city
1470,34,34105,広島市安佐南区,ヒロシマシアサミナミク,341050000000,ordinance_designated_city
1471,34,34106,広島市安佐北区,ヒロシマシアサキタク,341060000000,ordinance_designated_city
1472,34,34107,広島市安芸区,ヒロシマシアキク,341070000000,ordinance_designated_city
1473,34,34108,広島市佐伯区,ヒロシマシサエキク,341080000000,ordinance_designated_city
1474,34,34202,呉市,クレシ,342020000000,core_city
1475,34,34203,竹原市,タケハラシ,342030000000,other
1476,34,34204,三原市,ミハラシ,342040000000,other
1477,34,34205,尾道市,オノミチシ,342050000000,other
1478,34,34207,福山市,フクヤマシ,342070000000,core_city
1479,34,34208,府中市,フチュウシ,342080000000,other
1480,34,34209,三次市,ミヨシシ,342090000000,other
1485,34,34214,安芸高田市,アキタカタシ,342140000000,other
1486,34,34215,江田島市,エタジマシ,342150000000,other
1487,34,34302,安芸郡府中町,アキグンフチュウチョウ,343020000000,other
1488,34,34304,安芸郡海田町,アキグンカイタチョウ,343040000000,other
1495,34,34545,神石郡神石高原町,ジンセキグンジンセキコウゲンチョウ,345450000000,other
1496,35,35201,下関市,シモノセキシ,352010000000,core_city
1497,35,35202,宇部市,ウベシ,352020000000,other
1498,35,35203,山口市,ヤマグチシ,352030000000,other
1499,35,35204,萩市,ハギシ,352040000000,other
1500,35,35206,防府市,ホウフシ,352060000000,other
1501,35,35207,下松市,クダマツシ,352070000000,other
1502,35,35208,岩国市,イワクニシ,352080000000,other
1503,35,35210,光市,ヒカリシ,352100000000,other
1504,35,35211,長門市,ナガトシ,352110000000,other
1505,35,35212,柳井市,ヤナイシ,352120000000,other
1506,35,35213,美祢市,ミネシ,352130000000,other
1507,35,35215,周南市,シュウナンシ,352150000000,other
1508,35,35216,山陽小野田市,サンヨウオノダシ,352160000000,other
1509,35,35305,大島郡周防大島町,オオシマグンスオウオオシマチョウ,353050000000,other
1514,35,35502,阿武郡阿武町,アブグンアブチョウ,355020000000,other
1515,36,36201,徳島市,トクシマシ,362010000000,other
1516,36,36202,鳴門市,ナルトシ,362020000000,other
1517,36,36203,小松島市,コマツシマシ,362030000000,other
1518,36,36204,阿南市,アナンシ,362040000000,other
1519,36,36205,吉野川市,ヨシノガワシ,362050000000,other
1520,36,36206,阿波市,アワシ,362060000000,other
1521,36,36207,美馬市,ミマシ,362070000000,other
1522,36,36208,三好市,ミヨシシ,362080000000,other
1523,36,36301,勝浦郡勝浦町,カツウラグンカツウラチョウ,363010000000,other
1524,36,36302,勝浦郡上勝町,カツウラグンカミカツチョウ,363020000000,other
1538,36,36489,三好郡東みよし町,ミヨシグンヒガシミヨシチョウ,364890000000,other
1539,37,37201,高松市,タカマツシ,372010000000,core_city
1540,37,37202,丸亀市,マルガメシ,372020000000,other
1541,37,37203,坂出市,サカイデシ,372030000000,other
1556,38,38201,松山市,マツヤマシ,382010000000,core_city
1557,38,38202,今治市,イマバリシ,382020000000,other
1558,38,38203,宇和島市,ウワジマシ,382030000000,other
1559,38,38204,八幡浜市,ヤワタハマシ,382040000000,other
1560,38,38205,新居浜市,ニイハマシ,382050000000,other
1563,38,38210,伊予市,イヨシ,382100000000,other
1564,38,38213,四国中央市,シコクチュウオウシ,382130000000,other
1565,38,38214,西予市,セイヨシ,382140000000,other
1566,38,38215,東温市,トウオンシ,382150000000,other
1580,39,39205,土佐市,トサシ,392050000000,other
1581,39,39206,須崎市,スサキシ,392060000000,other
1582,39,39208,宿毛市,スクモシ,392080000000,other
1583,39,39209,土佐清水市,トサシミズシ,392090000000,other
1585,39,39211,香南市,コウナンシ,392110000000,other
1586,39,39212,香美市,カミシ,392120000000,other
1587,39,39301,安芸郡東洋町,アキグントウヨウチョウ,393010000000,other
1588,39,39302,安芸郡奈半利町,アキグンナハリチョウ,393020000000,other
1681,40,40647,築上郡築上町,チクジョウグンチクジョウマチ,406470000000,other
1682,41,41201,佐賀市,サガシ,412010000000,other
1683,41,41202,唐津市,カラツシ,412020000000,other
1684,41,41203,鳥栖市,トスシ,412030000000,other
1685,41,41204,多久市,タクシ,412040000000,other
1686,41,41205,伊万里市,イマリシ,412050000000,other
1687,41,41206,武雄市,タケオシ,412060000000,other
1688,41,41207,鹿島市,カシマシ,412070000000,other
1689,41,41208,小城市,オギシ,412080000000,other
1690,41,41209,嬉野市,ウレシノシ,412090000000,other
1691,41,41210,神埼市,カンザキシ,412100000000,other
1692,41,41327,神埼郡吉野ヶ里町,カンザキグンヨシノガリチョウ,413270000000,other
1693,41,41341,三養基郡基山町,ミヤキグンキヤマチョウ,413410000000,other
1701,41,41441,藤津郡太良町,フジツグンタラチョウ,414410000000,other
1702,42,42201,長崎市,ナガサキシ,422010000000,core_city
1703,42,42202,佐世保市,サセボシ,422020000000,core_city
1704,42,42203,島原市,シマバラシ,422030000000,other
1722,42,42411,南松浦郡新上五島町,ミナミマツウラグンシンカミゴトウチョウ,424110000000,other
1723,43,43101,熊本市中央区,クマモトシチュウオウク,431010000000,ordinance_designated_city
1724,43,43102,熊本市東区,クマモトシヒガシク,431020000000,ordinance_designated_city
1725,43,43103,熊本市西区,クマモトシニシク,431030000000,ordinance_designated_city
1726,43,43104,熊本市南区,クマモトシミナミク,431040000000,ordinance_designated_city
1727,43,43105,熊本市北区,クマモトシキタク,431050000000,ordinance_designated_city
1728,43,43202,八代市,ヤツシロシ,432020000000,other
1729,43,43203,人吉市,ヒトヨシシ,432030000000,other
1771,43,43531,天草郡苓北町,アマクサグンレイホクマチ,435310000000,other
1772,44,44201,大分市,オオイタシ,442010000000,core_city
1773,44,44202,別府市,ベップシ,442020000000,other
1774,44,44203,中津市,ナカツシ,442030000000,other
1775,44,44204,日田市,ヒタシ,442040000000,other
1776,44,44205,佐伯市,サイキシ,442050000000,other
1777,44,44206,臼杵市,ウスキシ,442060000000,other
1778,44,44207,津久見市,ツクミシ,442070000000,other
1779,44,44208,竹田市,タケタシ,442080000000,other
1781,44,44210,杵築市,キツキシ,442100000000,other
1782,44,44211,宇佐市,ウサシ,442110000000,other
1783,44,44212,豊後大野市,ブンゴオオノシ,442120000000,other
1784,44,44213,由布市,ユフシ,442130000000,other
1789,44,44462,玖珠郡玖珠町,クスグンクスマチ,444620000000,other
1790,45,45201,宮崎市,ミヤザキシ,452010000000,core_city
1791,45,45202,都城市,ミヤコノジョウシ,452020000000,other
1792,45,45203,延岡市,ノベオカシ,452030000000,other
1794,45,45205,小林市,コバヤシシ,452050000000,other
1795,45,45206,日向市,ヒュウガシ,452060000000,other
1796,45,45207,串間市,クシマシ,452070000000,other
1797,45,45208,西都市,サイトシ,452080000000,other
1798,45,45209,えびの市,エビノシ,452090000000,other
1799,45,45341,北諸県郡三股町,キタモロカタグンミマタチョウ,453410000000,other
1826,46,46217,曽於市,ソオシ,462170000000,other
1827,46,46218,霧島市,キリシマシ,462180000000,other
1828,46,46219,いちき串木野市,イチキクシキノシ,462190000000,other
1829,46,46220,南さつま市,ミナミサツマシ,462200000000,other
1859,47,47201,那覇市,ナハシ,472010000000,core_city
1860,47,47205,宜野湾市,ギノワンシ,472050000000,other
1861,47,47207,石垣市,イシガキシ,472070000000,other
1862,47,47208,浦添市,ウラソエシ,472080000000,other
1863,47,47209,名護市,ナゴシ,472090000000,other
1864,47,47210,糸満市,イトマンシ,472100000000,other
1865,47,47211,沖縄市,オキナワシ,472110000000,other
1866,47,47212,豊見城市,トミグスクシ,472120000000,other
1867,47,47213,うるま市,ウルマシ,472130000000,other
1897,47,47375,宮古郡多良間村,ミヤコグンタラマソン,473750000000,other
1898,47,47381,八重山郡竹富町,ヤエヤマグンタケトミチョウ,473810000000,other
1899,47,47382,八重山郡与那国町,ヤエヤマグンヨナグニチョウ,473820000000,other
1900,4,4216,富谷市,トミヤマシ,42160000000,other
